review_id,predicted_warning,cdt_id,cdt_name,sheet_gid,room_name,address,status,rule_1_status,rule_2_status,rule_3_status,rule_4_status,rule_1_reason,rule_2_reason,rule_3_reason,rule_4_reason,business_conclusion,business_conclusion_note,last_updated_source,rule_1_reference_source,rule_1_age_hours,image_count,label_warning,label_rule_1,label_rule_2,label_rule_3,label_rule_4,reviewer_notes
1,TRUE,3,3 4ps,0,LINK ẢNH & VIDEO,NGUỒN HÀNG 4PS HOUSING SĐT LIÊN HỆ: 0374.526.184,,SKIP,FAIL,FAIL,SKIP,UPDATED_AT_MISSING,IMAGE_DRIVER_MISSING | BUILDING_NOT_MATCHED | ADDRESS_MISMATCH_LOGGED,BUILDING_NOT_FOUND | SHEET_ROOM_NOT_UPDATED_TO_EMPTY,IMAGE_SOURCE_MISSING,DOWNSTREAM_BUILDING_UNRESOLVED,Top candidate bi reject cung (house_number_mismatch).,,,,,,,,,,
